,Name,Calories,Type
2414,Chocolate Amaro 40% Cacau (Lacta),125,3 quadradinhos (25g)
2415,Laka (25g) (Lacta),134,4 quadradinhos (25g)
2416,Chocolate Intense Menta 60% (Lacta),130,2 quadradinhos (25g)
2417,Chocolate Shot Amendoim (Lacta),134,4 quadradinhos (25g)
2418,Chocolate Laka e Diamante Negro (Lacta),129,4 quadradinhos (25g)
2419,Bis Xtra Oreo (Lacta),231,1 unidade (45g)
2420,Pasta de Amendoim Integral (Manibi),119,1 colher de sopa (20g)
2421,Barra de Granola Aveia e Mel (Nature Valley),93,1 barra (21g)
2422,Granola Crocante (Nature Valley),88,1 barra (21g)
2423,Protein Bar (Nature Valley),190,1 barra (40g)
2424,Barra de Granola de Amêndoas Tostadas (Nature Valley),88,1 barrinha (21g)
2425,Barra de Granola Chocolate e Aveia (Nature Valley),88,1 barra (21g)
2426,Protein Chewy Bar (Nature Valley),190,1 barra (40g)
2427,Barra de Granola Frutas Vermelhas (Nature Valley),82,1 barra (23g)
2428,Barra de Granola Crocante Banana e Amêndoas (Nature Valley),96,1 barra (21g)
2429,Bolo de Cenoura (O Fuê),94,1 fatia média (35g)
2430,Bolo Nega Maluca (O Fuê),128,1 fatia (40g)
2431,Bolo Red Velvet (O Fuê),156,2 colheres de sopa (40g)
2432,Bolo de Pote Dois Amores (O Fuê),48,1 colher de sopa (20g)
2433,Bolo Prestígio (O Fuê),122,2 colheres de sopa (40g)
2434,Bolo Paçoca (O Fuê),122,2 colheres de sopa (40g)
2435,Brigadeiro (O Fuê),22,1 porção (20g)
2436,Brownie Com Doce De Leite (O Fuê),68,1 colher de sopa (20g)
2437,Pizza Marguerita (O Fuê),377,1 porcao (150g)
2438,Pão Plus (O Fuê),121,1 porção (30g)
2439,Doce de Leite (O Fuê),32,1 colheres de sopa (20g)
2440,Cacau Supreme (O Fuê),128,2 colheres de sopa (40g)
2441,Mix de Nuts Bavarian (Nut Me),81,1 colher de sopa (15g)
2442,Choco Ball (Nut Me),103,1 unidade (20g)
2443,Choco Cluster (Nut Me),120,1 unidade (20g)
2444,Mini Cenouras (Mister Rabbit),42,100g
2445,Suco de Uva Integral (OQ),41,100ml
2446,Água de Coco (OQ),40,1 copo (200ml)
2447,Suco de Uva Integral (OQ),82,1 copo (200g)
2448,Burrito Carne com Queijo (Nacho Loco),211,1 unidade (113g)
2449,Burrito Chili com Carne (Nacho Loco),239,1 unidade (113g)
2450,Burrito de Costelinha com Barbecue (Nacho Loco),249,1 burrito (113g)
2451,Burritos Frango com Requeijão (Nacho Loco),189,1 unidade (113g)
2452,Burritos de Carne (Nacho Loco),327,1 unidade (130g)
2453,Burrito (Nacho Loco),189,1 unidade  (112g)
2454,Mini Taco Carne Desfiada Com Queijo (Nacho Loco),53,1 unidade (50g)
2455,Mini Tacos de Carne (Nacho Loco),106,1 unidade (50g)
2456,Burrito Costelinha (Nacho Loco),302,1 unidade (113g)
2457,Mini Tacos de Frango (Nacho Loco),106,1 unidade (50g)
2458,Burrito de Doce de Leite (Nacho Loco),133,1 porção (75g)
2459,Burritos de Maçã (Nacho Loco),140,1 unidade (75g)
2460,Torresmo Pururuca (Peg Pig),136,1 1/2 xicara  (25g)
2461,Torresmo Caipira (Peg Pig),143,1 porção (25g)
2462,Peg Pig Soft (Peg Pig),136,1 porção (25g)
2463,Azeite de Oliva Extra Virgem (O-LIVE),108,1 colher de sopa (13ml)
2464,Pao Integral (Panutri),57,1 fatia (20g)
2465,Pão 100% Integral (Panutri),120,1 1/2 fatias (50g)
2466,Pão Integral Zero (Panutri),118,2 fatias (50g)
2467,Pão Integral Castanha do Pará e Quinoa (Panutri),133,1 fatia (27g)
2468,Pão Integral 12 Grãos (Panutri),75,1 fatia (27g)
2469,Pão de Forma (Panutri),70,1 fatia (23g)
2470,Chia e Macadâmia 100% Integral (Panutri),160,2 fatias (50g)
2471,Pão de Hambúrguer (Panutri),140,1 unidade (50g)
2472,Pão de Centeio (Panutri),38,1 porção (18g)
2473,Manteiga (Quali),72,1 colher de sopa 
2474,Chips de Coco Queimado (Quali),68,2 colheres de chá (12g)
2475,Chips de Coco Original (Quali),82,2 colheres de chá (12g)
2476,Chips de Coco Gengibre (Quali),72,2 colheres de chá (12g)
2477,Lombinho Defumado (Pata Negra),55,100g
2478,Morango Congelado (Realeza),30,100g
2479,Proteina de Soja (Realeza),158,1 xicara de cha (50g)
2480,Goma de Tapioca Hidratada (Realeza),225,100g
2481,Tapioca (Realeza),45,1 porção (20g)
2482,Proteína Texturizada de Soja (Realeza),300,100g
2483,Cuties (Tofutti),130,1 sanduíche de sorvete (38g)
2484,Snacks de Mandioca com Quinoa e Cebola (Quero-Poc),94,1 pacote (35g)
2485,Pop Batata Doce (Quero-Poc),123,1 pacote (40g)
2486,Protein Chips Ervilha (Quero-Poc),161,1 pacote (40g)
2487,Chocolate Ao Leite (Swiss Alps),120,3 quadradinhos (23g)
2488,Chocolate Amargo (Swiss Alps),124,1/4 unidade (25g)
2489,Chocolate Branco (Swiss Alps),141,1 porção (25g)
2490,Amendoim Crocante Cebola e Salsa (RIO),129,1/2 xícara de chá (25g)
2491,Amendoim Torrado sem Sal (RIO),98,1 colher de sopa (15g)
2492,Chá Verde com Lichia (RIO),3,1 lata (335ml)
2493,Chá Verde com Uva Verde (RIO),3,1 lata (335ml)
2494,Chá Verde com Limão Siciliano (RIO),2,1 lata (355ml)
2495,Chá Verde com Tangerina (RIO),3,1 lata (335ml)
2496,Água de Coco (RIO),71,1 lata (335ml)
2497,Aveia em Flocos Médios (Shambala),118,5 colheres de sopa  (30g)
2498,Farinha de Coco (Shambala),80,1/2 xícara (40g)
2499,Manteiga Ghee (Shambala),71,1 colher de sobremesa  (10g)
2500,Farelo de Aveia (Shambala),74,1 porção (20g)
2501,Farinha de Amêndoa Integral (Shambala),140,3 colheres de sopa (20g)
2502,Farinha de Aveia (Shambala),118,1 porção (30g)
2503,Requeijão Cremoso (Rural),76,1 colher de sopa (30g)
2504,Requeijão Light (Rural),55,1 colher de sopa (30g)
2505,Creme de Leite (Rural),27,1 1/2 colher de sopa (15g)
2506,Whey Protein (Salto's),119,2 colheres de sopa (30g)
2507,Albumina (Salto's),54,1 colher de sopa (14g)
2508,Clara de Ovo Pasteurizada Desidratada (Salto's),51,1 colher de sopa (14g)
2509,Mix de Fibras (Tamarine),0,1 sachê (6g)
2510,Pasta de Castanha de Caju (Tartiner),115,1 colher de sopa (20g)
2511,Pasta de Amêndoa (Tartiner),120,1 colher de sopa (20g)
2512,Manteiga de Coco Queimado (Tartiner),81,1 colher de sopa (20g)
2513,Pasta de Pistache (Tartiner),111,1 porção (20g)
2514,Tartilate (Tartiner),102,1 colher de sopa (20g)
2515,Pasta de Avelã (Tartiner),129,1 colher de sopa (20g)
2516,Pasta de Amendoim com Leite de Coco e Canela (Tartiner),124,1 colher de sopa (20g)
2517,Cocottine (Tartiner),81,1 colher de sopa (20g)
2518,Cacahuete (Tartiner),124,1 colher de sopa (20g)
2519,Granola sem Açúcar (Vitapão),118,1/4 xícara (40g)
2520,Farelo de Aveia (Vitapão),96,2 colheres de sopa (30g)
2521,Aveia Integral Flocos (Vitapão),96,2 colheres de sopa (30g)
2522,Granola Natural (Vitapão),130,1/4 xícara (40g)
2523,Granola Tradicional (Vitapão),130,1/4 xícara (40g)
2524,Farinha de Linhaça (Vitapão),72,1 colher de sopa (15g)
2525,Proteína de Soja (Vitapão),148,1 xícara de chá (50g)
2526,Semente de Linhaça (Vitapão),63,1 colher de sopa (15g)
2527,Farinha de Linhaça Dourada (Vitapão),72,1 colher de sopa (15g)
2528,Semente de Chia (Vitapão),60,1 colher de sopa (15g)
2529,Açúcar Refinado (União),20,1 colher de chá  (5g)
2530,Açucar Cristal (União),20,1 porção (5g)
2531,Açúcar Demerara (União),20,1 colher de chá (5g)
2532,Açúcar Cristal Orgânico (União),20,1 colher de chá (5g)
2533,Açúcar Fit (União),10,1/2 colher de chá (3g)
2534,Açúcar Mascavo (União),20,1 colher de chá  (5g)
2535,Adoçante Sucralose (União),0,1 sachê
2536,Sucralose (União),0,3 gotas (0ml)
2537,Mistura para Bolo Integral de Banana (União),126,100g (35g)
2538,Sachê União Fit (União),10,1 sachê (3g)
2539,Queijo Mussarela (União),140,1 fatia (30g)
2540,Adoçante Culinário Sucralose (União),39,1 colher de sopa (10g)
2541,Glaçúcar (União),20,1 colher de chá (5g)
2542,Açúcar em Cubos (União),20,1 1/2 cubos (5g)
2543,Pé de Moça (União),316,1 unidade (51g)
2544,Diet Sucralose (União),3,1 sachê
2545,Queijo Prato Zero Lactose (União),115,1 fatia (30g)
2546,Cristalçúcar (União),20,1 colher de chá (5g)
2547,Proteína de Arroz (Wvegan),115,1 scoop (33g)
2548,Max Protein Morango (Wvegan),115,1 scoop (33g)
2549,Nutritional Yeast Sabor Parmesão (Wvegan),67,2 colheres de sopa  (25g)
2550,Leite de Coco em Pó (Wvegan),141,2 colheres sopa (20g)
2551,Rice Protein Capuccino (Wvegan),120,2 scoops (50g)
2552,Rice Protein Baunilha (Wvegan),115,3 colheres de sopa  (30g)
2553,Rice Protein Frutas Vermelhas (Wvegan),115,1 porção (33g)
2554,Rice Protein Banana com Açaí (Wvegan),114,2 scoops (50g)
2555,Macarrão Vegan Vermicelli (Wvegan),73,1 porção (21g)
2556,Maca Peruana (Wvegan),29,1 colher de sopa (10g)
2557,Rice Protein - Chocolate (Wvegan),116,1 scoop (33g)
2558,Azeitonas Verdes Fatiadas (Vale Fértil),12,1 colher de sopa (20g)
2559,Pepino em Conserva (Vale Fértil),6,2 unidades (50g)
2560,Azeitonas Verdes sem Caroço (Vale Fértil),16,5 unidades (20g)
2561,Azeitonas Pretas Premium Azapa (Vale Fértil),45,2 azeitonas (20g)
2562,Azeitonas Pretas com Caroço (Vale Fértil),42,5 unidades (20g)
2563,Azeitonas Verdes com Caroço (Vale Fértil),26,5 unidades (20g)
2564,Azeitonas Recheadas com Pimentão (Vale Fértil),13,4 unidades (20g)
2565,Azeitonas (Vale Fértil),35,5 unidades (20g)
2566,Azeitonas Pretas Fatiadas (Vale Fértil),45,1 colher de sopa (20g)
2567,Azeitonas Pretas sem Caroço (Vale Fértil),42,1 porção (20g)
2568,Azeitona Recheada Presunto Ibérico (Vale Fértil),34,1 porção (20g)
2569,Azeitonas Verdes Light (Vale Fértil),35,4 unidades (20g)
2570,Azeitonas Recheadas Queijo Azul (Vale Fértil),22,5 unidaded (20g)
2571,Oliv Snack (Vale Fértil),33,1 porção (20g)
2572,Azeitonas Recheadas (Anchova) (Vale Fértil),31,5 unidades (20g)
2573,BCAA (X-Pharma),12,2 capsulas (3g)
2574,Whey Protein Xtreme (X-Pharma),124,1 scoop (30g)
2575,Malto Xtreme (X-Pharma),148,4 colheres de sopa (40g)
2576,100% Whey Xtreme (X-Pharma),115,1 dosador (30g)
2577,BCAA Amino (X-Pharma),21,6 capisulas
2578,Queijo Minas Frescal (Witmarsum),78,1 fatia (30g)
2579,Queijo Colonial (Witmarsum),118,porção (30g)
2580,Queijo tipo Camembert (Witmarsum),103,1 porção (30g)
2581,Ricota Fresca (Witmarsum),56,1 fatia (30g)
2582,Queijo tipo Asiago (Witmarsum),120,1 porção  (30g)
2583,Goiabada Cascão (Zélia),61,1 colher de sopa (20g)
2584,Paçoca Caseira (Zélia),150,1 porção (35g)
2585,Goiabada Cascão Light (Zélia),36,1 colher de sopa (20g)
2586,Cream Cracker Tradicional (Vitarella),140,6 biscoitos (30g)
2587,Biscoito Maizena Tradicional (Vitarella),130,7 unidades (30g)
2588,Biscoito Agua e Sal (Vitarella),137,3 biscoitos (30g)
2589,Biscoito Maria (Vitarella),130,6 biscoitos (30g)
2590,Macarrão Espaguete (Vitarella),282,1 prato raso (80g)
2591,Cream Cracker Integral (Vitarella),134,6 biscoitos (30g)
2592,Bolacha Água (Vitarella),135,6 biscoitos (30g)
2593,Cream Cracker Água e Sal (Vitarella),143,6 biscoitos (30g)
2594,Bolacha Cream Cracker (Vitarella),134,3 bolachas (30g)
2595,Delicitá Cristal (Vitarella),129,6 biscoitos (30g)
2596,Bolacha Maizena Leite (Vitarella),128,7 biscoitos  (30g)
2597,Biscoito Cream Cracker Integral (Vitarella),129,6 biscoitos  (30g)
2598,Biscoito Treloso Chocolate (Vitarella),137,3 biscoitos (30g)
2599,Macarrão Penne (Vitarella),288,1 prato raso (80g)
2600,Macarrão Ninho (Vitarella),281,1 prato raso (80g)
2601,Biscoito Delicitá Cristal (Vitarella),117,1 porção (30g)
2602,Torrada Integral (Vitarella),116,
2603,Rosquinha de Leite (Vitarella),130,7 biscoitos (30g)
2604,Biscoito (Vitarella),135,4 1/2 biscoito (30g)
2605,Bolacha Água e Sal (Vitarella),141,6 unidades  (30g)
2606,Yokitos Conchinha Sabor Queijo (Yokitos),107,2 xícaras (25g)
2607,Batata Frita Ondulada Sabor Cebola e Salsa (Yokitos),140,1 porção (25g)
2608,Batata Lisa (Yokitos),130,1 1/2 xícaras (25g)
2609,Conchinhas de Presunto (Yokitos),112,2 xícaras de chá (25g)
2610,Bolinha Sabor Queijo (Yokitos),112,1 porção (25g)
2611,Redinha (Yokitos),117,2 xícaras (25g)
2612,Naquinhos (Yokitos),128,1 porção (25g)
2613,Pavê de Chocolate (Amor Aos Pedaços),197,1 porção (60g)
2614,Bolo de Brigadeiro (Amor Aos Pedaços),202,1 pedaço (60g)
2615,Brigadeiro (Amor Aos Pedaços),103,1 unidade (30g)
2616,Bolo Brigadeiro (Amor Aos Pedaços),211,1 fatia (60g)
2617,Bolo Mousse de Chocolate (Amor Aos Pedaços),185,1 fatia (60g)
2618,Bolo Amor de Morango (Amor Aos Pedaços),200,1 fatia (60g)
2619,Pavê de Morango com Chantilly (Amor Aos Pedaços),125,1 fatia (60g)
2620,Merengue de Morango (Amor Aos Pedaços),110,1 porção (60g)
2621,Bolo Dois Amores (Amor Aos Pedaços),190,1 fatia (60g)
2622,Bolo de Morango (Amor Aos Pedaços),110,1 fatia (60g)
2623,Bicho de Pé (Amor Aos Pedaços),95,1 unidade (30g)
2624,Bolo Mousse Branco (Amor Aos Pedaços),198,1 fatia (60g)
2625,Pão de Mel (Amor Aos Pedaços),187,1 unidade (45g)
2626,Bolo Mesclado (Amor Aos Pedaços),143,1 fatia (60g)
2627,Bolo Cocadinha (Amor Aos Pedaços),188,1 fatia (60g)
2628,Bolo Tentação (Amor Aos Pedaços),135,1 fatia (60g)
2629,Torta Cookie 0% Açúcar (Amor Aos Pedaços),203,1 fatia (60g)
2630,Bolo 70% Cacau com Nozes (Amor Aos Pedaços),206,1 fatia (60g)
2631,Pão De Mel Zero Açúcar (Amor Aos Pedaços),109,1 unidade (35g)
2632,Bolo 70% Cacau com Morango (Amor Aos Pedaços),157,1 fatia (60g)
2633,Doce de Leite Tabletes (Xamego Bom),100,1 porção (24g)
2634,Doce de Leite (Xamego Bom),53,1 colher de sopa (20g)
2635,Doce Cremoso com Leite e Chocolate (Xamego Bom),54,1 colher de sopa (20g)
2636,Brigadeiro (Xamego Bom),59,1 colher de sopa (20g)
2637,Zaatar Libanês (Zeenny),50,1 colher de sopa (10g)
2638,Tahine (Zeenny),178,2 colheres de sopa (30g)
2639,Tahine (Zeenny),98,3 colheres de chá (14g)
2640,Filet a Parmiggiana (Bonaparte),295,1 porção
2641,Frango à Kiev (Bonaparte),390,1 porção (160g)
2642,Batata Noisette (Bonaparte),214,1 porção
2643,Filet Carnot (Bonaparte),380,1 porção
2644,Salada Andora (Bonaparte),403,1 porção
2645,Salada Saint-Bernard (Bonaparte),418,1 porção
2646,Biscoito de Polvilho Salgado (Zarpellon),103,18 unidades (40g)
2647,Biscoito de Polvilho (Zarpellon),120,13 unidades (30g)
2648,Biscoito de Polvilho Temperado (Zarpellon),80,22 unidades (40g)
2649,Jabuticaba (Yoggi),103,100g
2650,Chocolate Belga (Yoggi),112,100g
2651,Açaí (Yoggi),105,100g
2652,Maracujá (Yoggi),104,100g
2653,Natural (Yoggi),103,100g
2654,Frozen Manga Zero (Yoggi),91,100g
2655,Grego de Morango (Yoggi),101,100g
2656,Yoggi Pistache (Yoggi),107,100g
2657,Suco de Laranja (Xandô),86,1 copo (200ml)
2658,Leite Desnatado (Xandô),31,100ml
2659,Leite Semi Desnatado (Xandô),102,1 copo (200ml)
2660,Leite Integral (Xandô),124,1 copo (200ml)
2661,Creme de Leite Fresco (Xandô),50,1 1/2 colher de sopa (15g)
2662,Suco de Uva (Xandô),127,1 copo (200ml)
2663,Leite 0% Lactose (Xandô),99,1 copo (200ml)
2664,Leite Semidesnatado 0% Lactose (Xandô),99,100ml
2665,Suco de Abacaxi (Xandô),104,1 copo (200ml)
2666,Leite Integral (Xandô),62,100ml
2667,Leite Pasteurizado Tipo A Desnatado (Xandô),63,1 copo (200g)
2668,Leite Integral A (Xandô),124,1 copo (200ml)
2669,Queijo Minas Frescal (Xandô),56,1 fatia (30g)
2670,Leite a Desnatado (Xandô),63,1 copo (200ml)
2671,Limonada Siciliana (Xandô),108,1 copo (200ml)
2672,Strogonoff de Filé Mignon (Baked Potato),146,1 concha (85g)
2673,Batata Assada (Baked Potato),368,1 unidade (470g)
2674,Frango com Requeijão (Baked Potato),110,1 porção (85g)
2675,Pão de Batata Recheio Queijo (Baked Potato),257,1 unidade (92g)
2676,Pão de Batata Recheio Pizza (Baked Potato),157,1 unidade (96g)
2677,Molho Calabresa (Baked Potato),31,3 conchas (60g)
2678,Manteiga Temperada (Baked Potato),185,1 concha (20g)
2679,Ricota com Espinafre (Baked Potato),106,1 concha (70g)
2680,Molho Ao Sugo (Baked Potato),3,3 conchas (60g)
2681,Molho Quatro Queijos (Baked Potato),226,3 conchas (60g)
2682,Camarão (Baked Potato),42,1 concha (90g)
2683,Nhoque (Baked Potato),616,5 unidades (310g)
2684,Brócolis com Cottage (Baked Potato),31,1 concha (80g)
2685,Requeijão Light (Baked Potato),108,1 concha (60g)
2686,Gorgonzola (Baked Potato),288,1 concha (60g)
2687,Molho Ceasar (Baked Potato),184,1 concha (32g)
2688,Bacon (Baked Potato),92,1 concha (20g)
2689,Provolone (Baked Potato),104,1 concha (40g)
2690,Azeite (Baked Potato),329,2 colheres de sopa (40ml)
2691,Manteiga com Salsa (Baked Potato),185,1 concha (25g)
2692,Quiche Lorraine (Café do Ponto),362,1 unidade
2693,Purê de Batata Doce (Boali),180,1 porção (150g)
2694,Crepe de Carne Desfiada (Boali),473,1 unidade
2695,Wrap Árabe com Falafel (Boali),509,1 wrap (458g)
2696,Crepe de Frango (Boali),504,1
2697,Suco de Morango (Boali),124,1 copo (200g)
2698,Wrap Frango Picante (Boali),502,1 porção
2699,Salada Hoje Eu Começo (Boali),367,1 porção (500g)
2700,Wrap de Frango com Tomate (Boali),510,100g
2701,Cookie sem Glúten (Boali),225,1 unidade (50g)
2702,Molho Mostarda e Mel (Boali),69,1 porção (25g)
2703,Burrito de Frango (Boali),721,1 unidade
2704,Salada Foco na Meta (Boali),507,100g
2705,Salada Favorita do Chef (Boali),270,1 unidade (500g)
2706,Salada Ave Caesar (Boali),364,100g
2707,Wrap de Atum (Boali),615,1 porção  (398g)
2708,Talharim de Pupunha Ao Pesto (Boali),136,100g
2709,Molho Caesar Cremoso (Boali),90,1 porção (25g)
2710,Molho Italiano (Boali),38,1 porção (25g)
2711,Crepe de Atum Apimentado (Boali),528,1 unidade (200g)
2712,Molho 1000 Ilhas (Boali),74,1 porção (25g)
2713,Hot Roll Philadelphia (6 Unidades) (Gendai),265,1 porção
2714,Poke Salmão Grelhado (Gendai),405,1 bowl
2715,Sashimi Peixe Branco (Gendai),55,5 fatias
2716,Big Poke Ceviche Salmão (Shari) (Gendai),550,1 unidade (500g)
2717,Combinado Executivo (Gendai),658,13 peças
2718,Poke Ceviche Misto (Salada) (Gendai),152,100g
2719,Temaki Hot (Gendai),447,1 unidade (300g)
2720,Missoshiru (Gendai),35,1 porção
2721,Sashimi Atum (5 Fatias) (Gendai),88,1 porção (100g)
2722,Sashimi Polvo (Gendai),69,5 fatias
2723,Rot Roll Especial (6 Unidades) (Gendai),302,1 porção
2724,Temaki Skin (Gendai),183,1 unidade
2725,Hot Roll Kani (6 Unidades) (Gendai),236,1 porção
2726,Sushi Jyo (Gendai),517,1 porção
2727,Guioza (Gendai),351,6 unidades (150g)
2728,Temaki Ceviche Salmão (Gendai),238,1 unidade (238g)
2729,Harumaki de Carne (Gendai),83,1 unidade
2730,Mini Combinado Misto (Gendai),287,1 porção
2731,Temaki Califórnia (Gendai),111,1 unidade
2732,Shimeji (Gendai),207,1 porção
2733,Kalzone de Frango (Mini Kalzone),557,1 unidade (220g)
2734,Kalzone de Chocolate (Mini Kalzone),480,1 unidade (140g)
2735,Kalzone de Calabresa (Mini Kalzone),573,1 unidade (200g)
2736,Kalzone de Brócolis (Mini Kalzone),380,1 unidade (180g)
2737,Frango com Catupiry (Mini Kalzone),559,1 unidade (220g)
2738,Frango e Palmito Integral (Mini Kalzone),368,1 unidade (200g)
2739,Kalzone de Maxi Beef (Mini Kalzone),606,1 kalzone (220g)
2740,Kalzone Camarão com Catupiry (Mini Kalzone),528,1 porção (220g)
2741,Calabresa Catupiry (Mini Kalzone),562,1 kalzone (200g)
2742,Mega Ligado (Mini Kalzone),817,1 unidade (500ml)
2743,Kalzone de Palmito (Mini Kalzone),364,1 unidade (200g)
2744,Kalzone Português (Mini Kalzone),455,1 unidade (220g)
2745,Kalzone de Margherita (Mini Kalzone),527,1 unidade (220g)
2746,Kalzone de Carne Seca (Mini Kalzone),532,1 unidade
2747,Kalzone de Vegetariano (Mini Kalzone),372,1 unidade (180g)
2748,4 Queijos (Mini Kalzone),599,1 unidade (200g)
2749,Filet com Cheddar (Mini Kalzone),646,1 unidade (220g)
2750,Smoothie Sem Noção (Mini Kalzone),846,1 porção (400ml)
2751,Smoothie Tá Ligado (Mini Kalzone),418,1 porção (400ml)
2752,Maxi Beef (Mini Kalzone),556,1 unidade (200g)
2753,Temaki Salmão Cream (Makis Place),205,1 porção (131g)
2754,Uramaki Salmão (Makis Place),271,1 porção (182g)
2755,Temaki de Salmão (Makis Place),230,1 unidade
2756,Sunomono (Makis Place),256,1 porção (180g)
2757,Temaki Camarão Tailandês (Makis Place),182,1 porção (116g)
2758,Temaki Salmão Simples (Makis Place),205,1 unidade (131g)
2759,Temaki Shimeji Cream (Makis Place),177,1 porção (131g)
2760,Temaki Shimeji (Makis Place),88,1 temaki (131g)
2761,Temaki Especial (Makis Place),221,1 porção (131g)
2762,Temaki Skin Cream Flokis (Makis Place),154,1 porção (96g)
2763,Temaki Camarão Flokis (Makis Place),164,1 porção (91g)
2764,Temaki Salmão Shimeji Cream (Makis Place),163,1 porção (131g)
2765,Temaki Peixe Branco Empanado (Makis Place),255,1 porção
2766,Temaki Salmão Crispy (Makis Place),215,1 porção (131g)
2767,Temaki Salmon Shrimp (Makis Place),192,1 temaki (131g)
2768,Temaki Atum Completo (Makis Place),172,1 porção (121g)
2769,Temaki Salmão Dice (Makis Place),329,1 porção (131g)
2770,Temaki Salmão Kani (Makis Place),183,1 porção (128g)
2771,Temaki Peixe Branco (Makis Place),196,1 porção (121g)
2772,Salada Francesa (Makis Place),130,1 porção (150g)
2773,Mega Açaí (Mega Matte),623,1 porção (400ml)
2774,Açaí (Mega Matte),451,1 copo (300ml)
2775,Açaí com Morango (Mega Matte),386,2 xícaras (200ml)
2776,Broinha de Milho (Mega Matte),60,1 unidade (25g)
2777,Croissant Integral Frango com Requeijão (Mega Matte),373,1 croissant (120g)
2778,Folhado de Peito de Peru com Queijo (Mega Matte),119,1 unidade (40g)
2779,Croissant Quatro Queijos (Mega Matte),359,1 unidade (120g)
2780,Croissant Integral Peru com Requeijão (Mega Matte),132,1 salgado (40g)
2781,Croissant Integral Minas com Cebolinha (Mega Matte),162,7/8 unidade (40g)
2782,Pastel Integral de Queijo Minas (Mega Matte),363,1 unidade (100g)
2783,Guaraná Natural (Mega Matte),88,1 copo (300ml)
2784,Coxinha Assada (Mega Matte),412,1 coxinha (110g)
2785,Pastel Integral de Palmito e Champignon (Mega Matte),259,100g
2786,Cappuccino (Mega Matte),99,1 copo (200ml)
2787,Mini Croissant Integral Chocolate (Mega Matte),152,1 porção  (30g)
2788,Chá Mate Orgânico (Mega Matte),74,1 scoop (200ml)
2789,"Pastel Integral Frango, Cenoura e Passas (Mega Matte)",258,100g
2790,Mate Diet (Mega Matte),6,1 porção (300ml)
2791,Cheeseburguer de Frango (Mega Matte),441,1 unidade (150g)
2792,Pão de Queijo de Soja (150g) (Mega Matte),107,150g
2793,Niguiri de Salmão (Sushiaki),56,1 unidade (30g)
2794,Hot Filadélfia (Sushiaki),187,1 unidade (112g)
2795,Uramaki Filadélfia (Sushiaki),654,1 unidade (165g)
2796,Hot Roll (Sushiaki),320,1 porção (208g)
2797,Hossomaki de Kani (Sushiaki),132,8 unidades (110g)
2798,Niguiri de Camarão (Sushiaki),65,1 unidade (30g)
2799,Hossomaki de Pepino (Sushiaki),123,1 porção (110g)
2800,Niguiri de Atum (Sushiaki),60,1 unidade (38g)
2801,Obento Yakisoba (Sushiaki),713,1 porção
2802,Chocotone (Bahamas),114,1 fatia (50g)
2803,Sanduiche Natural Frango e Milho Verde (Bahamas),193,1 sanduíche (150g)
2804,Sanduíche (Bahamas),384,1 sanduíche (120g)
2805,Cake Cenoura Com Chocolate (Bahamas),101,1 porção (50g)
2806,Pão de Queijo (Bahamas),105,2 unidades (50g)
2807,"Legumes Grelhados (Abobrinha, Brócolis e Cenoura) (Seletti)",192,1 porção
2808,Limonada Suíça com Adoçante (Seletti),51,1 copo (400ml)
2809,"Suco Colorido (Beterraba, Cenoura e Laranja) (Seletti)",117,1 porção (300ml)
2810,Salada de Vegetais (Seletti),70,1 porção
2811,Molho Vinagrete (Seletti),16,1 porção (30g)
2812,Sopa de Mandioquinha (Seletti),91,1 porção (300ml)
2813,Salada Ceasar Seletti (Seletti),214,1 porção (100g)
2814,Suco Laranja e Cenoura (Seletti),145,1 porção (400ml)
2815,Purê de Mandioquinha (Seletti),169,1 porção
2816,Suco Maracujá (com Adoçante) (Seletti),114,1 porção (400ml)
2817,Crepe Integral de Espinafre com Queijo (Seletti),255,1 porção
2818,Batata Rústica (Seletti),164,1 porção
2819,Suco Abacaxi com Hortelã (com Adoçante) (Seletti),80,1 porção (400ml)
2820,Molho Iogurte com Hortelã (Seletti),55,1 porção (45ml)
2821,Suco Verde Mel (Seletti),202,1 porção (400ml)
2822,Molho Chimichurri (Seletti),66,1 porção (25ml)
2823,Salada de Quinua (Seletti),296,1 porção
2824,Wrap Vegetariano (Grande) (Seletti),243,1 porção (100g)
2825,Salada de Kani (Seletti),74,1 porção
2826,Purê de Batata com Cream Cheese (Seletti),164,1 porção
2827,Pêssego em Calda (Bompreço),101,3 metades (140g)
2828,Chocolate em Pó 50% Cacau (Bompreço),64,2 colheres de sopa  (20g)
2829,Geléia de Morango (Bompreço),56,1 colher de sopa (20g)
2830,Suco de Uva Tinto Integral (Bompreço),121,1 copo (200ml)
2831,Polpa de Acerola (Bompreço),31,100g
2832,Creme de Avelã (Bompreço),106,1 colher de sopa (20g)
2833,Geléia de Framboesa (Bompreço),64,1 colher de sopa (20g)
2834,Requeijão Cremoso Tradicional (Bompreço),80,1 colher de sopa (30g)
2835,Geléia de Goiaba (Bompreço),64,1 colher de sopa (20g)
2836,Pão de Queijo (Coop),83,1 unidade (30g)
2837,Bolo de Doce de Leite (Coop),282,100g
2838,Murcote (Coop),57,100g
2839,Rosquinha de Pinga (Coop),135,2 unidades (50g)
2840,Bolo de Abacaxi com Coco (Coop),285,100g
2841,Rosquinha de Canela (Coop),204,2 unidades (55g)
